bay_id,st_marker_id,status,location,lat,lon
5347,8875W,Present,"(-37.825353797628004, 144.9606383154937)",-37.825353797628004,144.9606383154937
5678,12331S,Present,"(-37.81000436632493, 144.9791884306493)",-37.81000436632493,144.9791884306493
5880,12908N,Unoccupied,"(-37.79836692956692, 144.96527283263367)",-37.79836692956692,144.96527283263367
5830,12547S,Unoccupied,"(-37.81597116437966, 144.9806842999829)",-37.81597116437966,144.9806842999829
8121,15142N,Unoccupied,"(-37.81670150241312, 144.9817833119722)",-37.81670150241312,144.9817833119722
2414,C2650,Unoccupied,"(-37.80959904373678, 144.9714224104345)",-37.80959904373678,144.9714224104345
5694,12365S,Unoccupied,"(-37.810123248958305, 144.98027207315465)",-37.810123248958305,144.98027207315465
6867,14094E,Present,"(-37.79490859734546, 144.9583603277346)",-37.79490859734546,144.9583603277346
2483,C2864,Present,"(-37.81066598933144, 144.96776595758183)",-37.81066598933144,144.96776595758183
5527,11987W,Unoccupied,"(-37.81411708650631, 144.98280290190883)",-37.81411708650631,144.98280290190883
5924,12811S,Unoccupied,"(-37.80303441012997, 144.96765439598772)",-37.80303441012997,144.96765439598772
2407,C2636,Present,"(-37.80953617829521, 144.9716371470168)",-37.80953617829521,144.9716371470168
2459,C2796,Present,"(-37.8103553865409, 144.9688283133164)",-37.8103553865409,144.9688283133164
2454,C2786,Present,"(-37.81031231789402, 144.96897567101377)",-37.81031231789402,144.96897567101377
5483,11889W,Present,"(-37.81050274979772, 144.97809000589467)",-37.81050274979772,144.97809000589467
5684,12345S,Unoccupied,"(-37.81004871301233, 144.97959215765601)",-37.81004871301233,144.97959215765601
2442,C2752,Present,"(-37.80996543932972, 144.97017083460952)",-37.80996543932972,144.97017083460952
2417,C2656,Unoccupied,"(-37.80963266869374, 144.97130773342462)",-37.80963266869374,144.97130773342462
5782,12481S,Unoccupied,"(-37.812133806906516, 144.97742213666015)",-37.812133806906516,144.97742213666015
5520,11973W,Unoccupied,"(-37.81447883560203, 144.98274136235005)",-37.81447883560203,144.98274136235005
2432,C2712,Present,"(-37.80983613275804, 144.97061254243934)",-37.80983613275804,144.97061254243934
2433,C2716,Present,"(-37.8098438336935, 144.97058642822228)",-37.8098438336935,144.97058642822228
2430,C2704,Unoccupied,"(-37.809820842763195, 144.970664771438)",-37.809820842763195,144.970664771438
2429,C2700,Present,"(-37.809801075245375, 144.9707321999117)",-37.809801075245375,144.9707321999117
2419,C2660,Unoccupied,"(-37.80965891034741, 144.97121818717784)",-37.80965891034741,144.97121818717784
2445,C2764,Unoccupied,"(-37.80999900222833, 144.97005620688822)",-37.80999900222833,144.97005620688822
6390,13636E,Present,"(-37.82036873067143, 144.94457489244326)",-37.82036873067143,144.94457489244326
2441,C2748,Unoccupied,"(-37.80995805894245, 144.9701960477561)",-37.80995805894245,144.9701960477561
2477,C2844,Present,"(-37.81056562164031, 144.9681094604397)",-37.81056562164031,144.9681094604397
2458,C2794,Present,"(-37.810346871060695, 144.968857501453)",-37.810346871060695,144.968857501453
2451,C2778,Present,"(-37.81027818522626, 144.9690906886243)",-37.81027818522626,144.9690906886243
2456,C2790,Unoccupied,"(-37.81032953585108, 144.96891681665525)",-37.81032953585108,144.96891681665525
2436,C2728,Unoccupied,"(-37.80991031077144, 144.97035915437203)",-37.80991031077144,144.97035915437203
5789,12506N,Present,"(-37.81522643322103, 144.97561678691113)",-37.81522643322103,144.97561678691113
8126,15152N,Unoccupied,"(-37.81666435391564, 144.9814410070728)",-37.81666435391564,144.9814410070728
2455,C2788,Present,"(-37.81032080336628, 144.96894664543163)",-37.81032080336628,144.96894664543163
2443,C2756,Unoccupied,"(-37.80998399916943, 144.97010747368216)",-37.80998399916943,144.97010747368216
2418,C2658,Unoccupied,"(-37.809640023848516, 144.97128242947838)",-37.809640023848516,144.97128242947838
2437,C2732,Present,"(-37.80991773039831, 144.97033380959402)",-37.80991773039831,144.97033380959402
2439,C2740,Unoccupied,"(-37.80994345652961, 144.97024619511097)",-37.80994345652961,144.97024619511097
756,C264,Present,"(-37.81528916213118, 144.97204782944476)",-37.81528916213118,144.97204782944476
5166,C2676,Present,"(-37.80972376398436, 144.97099638341928)",-37.80972376398436,144.97099638341928
2408,C2638,Unoccupied,"(-37.80954375816891, 144.97161125514452)",-37.80954375816891,144.97161125514452
2474,C2838,Unoccupied,"(-37.81054078136738, 144.9681946831721)",-37.81054078136738,144.9681946831721
2452,C2780,Present,"(-37.81028644377788, 144.96906243031785)",-37.81028644377788,144.96906243031785
2496,C2924,Present,"(-37.812483240271476, 144.96161292585606)",-37.812483240271476,144.96161292585606
774,C340,Present,"(-37.81439207107357, 144.97163043963755)",-37.81439207107357,144.97163043963755
797,C446,Unoccupied,"(-37.8117937500954, 144.9704344499077)",-37.8117937500954,144.9704344499077
2197,3871S,Present,"(-37.8115174866941, 144.95748868329645)",-37.8115174866941,144.95748868329645
2484,C2866,Present,"(-37.81067401737441, 144.96773848737848)",-37.81067401737441,144.96773848737848
2572,C3134,Present,"(-37.81356081145198, 144.9578800977127)",-37.81356081145198,144.9578800977127
814,C512,Unoccupied,"(-37.810541167567564, 144.9698621573205)",-37.810541167567564,144.9698621573205
5841,12569S,Unoccupied,"(-37.81605995958615, 144.9814878087895)",-37.81605995958615,144.9814878087895
796,C442,Unoccupied,"(-37.811852615587284, 144.97046136008095)",-37.811852615587284,144.97046136008095
807,C484,Unoccupied,"(-37.810782923439106, 144.96997298669012)",-37.810782923439106,144.96997298669012
2568,C3126,Present,"(-37.813526021826746, 144.95799921182322)",-37.813526021826746,144.95799921182322
2553,C3088,Present,"(-37.813395271437514, 144.95844687187693)",-37.813395271437514,144.95844687187693
3721,7724N,Unoccupied,"(-37.80324791826156, 144.95220979108632)",-37.80324791826156,144.95220979108632
6890,14227W,Present,"(-37.795697269719135, 144.96471318429107)",-37.795697269719135,144.96471318429107
802,C466,Unoccupied,"(-37.81163155291834, 144.97036030379877)",-37.81163155291834,144.97036030379877
2573,C3136,Present,"(-37.81356954778103, 144.95785018805807)",-37.81356954778103,144.95785018805807
806,C480,Present,"(-37.81141303167152, 144.97026041039084)",-37.81141303167152,144.97026041039084
2539,C3038,Present,"(-37.81323171234519, 144.95900754809128)",-37.81323171234519,144.95900754809128
2570,C3130,Present,"(-37.81354328735705, 144.9579400979572)",-37.81354328735705,144.9579400979572
2561,C3112,Present,"(-37.813465338085706, 144.95820697989106)",-37.813465338085706,144.95820697989106
2501,C2934,Present,"(-37.81249994562861, 144.9614667230229)",-37.81249994562861,144.9614667230229
798,C450,Present,"(-37.81176791750255, 144.9704226413187)",-37.81176791750255,144.9704226413187
813,C508,Unoccupied,"(-37.81056743077839, 144.96987412346476)",-37.81056743077839,144.96987412346476
803,C470,Unoccupied,"(-37.811573534852734, 144.97033378179282)",-37.811573534852734,144.97033378179282
805,C478,Unoccupied,"(-37.81143844098609, 144.9702720254574)",-37.81143844098609,144.9702720254574
6705,C522,Unoccupied,"(-37.81043195919602, 144.96981193720922)",-37.81043195919602,144.96981193720922
809,C492,Unoccupied,"(-37.81073242980718, 144.96995015332328)",-37.81073242980718,144.96995015332328
1411,1603S,Present,"(-37.816281459661965, 144.97178416820037)",-37.816281459661965,144.97178416820037
822,C544,Unoccupied,"(-37.80960950195387, 144.96943568374786)",-37.80960950195387,144.96943568374786
2534,C3018,Present,"(-37.813188012206545, 144.95915716259864)",-37.813188012206545,144.95915716259864
772,C332,Present,"(-37.8144714738127, 144.9716671327048)",-37.8144714738127,144.9716671327048
6706,C526,Unoccupied,"(-37.81040612819254, 144.969800116436)",-37.81040612819254,144.969800116436
804,C474,Unoccupied,"(-37.81146427357282, 144.97028383452596)",-37.81146427357282,144.97028383452596
808,C488,Unoccupied,"(-37.81075788130909, 144.96996162904333)",-37.81075788130909,144.96996162904333
810,C496,Unoccupied,"(-37.81067551759528, 144.9699238748613)",-37.81067551759528,144.9699238748613
799,C454,Unoccupied,"(-37.81174250822079, 144.97041102503024)",-37.81174250822079,144.97041102503024
2537,C3030,Present,"(-37.81321426759627, 144.95906727184024)",-37.81321426759627,144.95906727184024
2528,C2994,Present,"(-37.813135638529545, 144.9593364692715)",-37.813135638529545,144.9593364692715
5536,12005W,Unoccupied,"(-37.81355041343346, 144.98290011748566)",-37.81355041343346,144.98290011748566
846,C638,Unoccupied,"(-37.808486098898975, 144.96891940510787)",-37.808486098898975,144.96891940510787
835,C596,Unoccupied,"(-37.80889488599543, 144.9691074735742)",-37.80889488599543,144.9691074735742
4067,C6172,Unoccupied,"(-37.8037848949012, 144.95250548757656)",-37.8037848949012,144.95250548757656
915,C676,Unoccupied,"(-37.81433785003691, 144.96880285791764)",-37.81433785003691,144.96880285791764
829,C572,Present,"(-37.80933865127291, 144.96931115070436)",-37.80933865127291,144.96931115070436
8123,15146N,Unoccupied,"(-37.816686653828086, 144.98164638908594)",-37.816686653828086,144.98164638908594
832,C584,Present,"(-37.80922776033459, 144.9692601763955)",-37.80922776033459,144.9692601763955
5164,C1109,Present,"(-37.81561077461876, 144.96097929806547)",-37.81561077461876,144.96097929806547
827,C564,Present,"(-37.80939070552549, 144.96933508464866)",-37.80939070552549,144.96933508464866
951,C810,Unoccupied,"(-37.81135346943457, 144.96743345892835)",-37.81135346943457,144.96743345892835
824,C552,Present,"(-37.80950116178367, 144.96938587111197)",-37.80950116178367,144.96938587111197
831,C580,Unoccupied,"(-37.809253586941225, 144.96927204066716)",-37.809253586941225,144.96927204066716
4069,C6176,Unoccupied,"(-37.803735797439145, 144.9525142000722)",-37.803735797439145,144.9525142000722
848,C642,Present,"(-37.80843531741223, 144.96889604282444)",-37.80843531741223,144.96889604282444
847,C640,Present,"(-37.8084607086065, 144.96890772396847)",-37.8084607086065,144.96890772396847
958,C830,Present,"(-37.81116388797592, 144.9673469528956)",-37.81116388797592,144.9673469528956
950,C806,Present,"(-37.81137803962183, 144.96744465926923)",-37.81137803962183,144.96744465926923
828,C568,Present,"(-37.80936488982164, 144.96932321495444)",-37.80936488982164,144.96932321495444
910,C666,Present,"(-37.81445232772084, 144.96885430889915)",-37.81445232772084,144.96885430889915
956,C826,Unoccupied,"(-37.811210911027, 144.9673683886752)",-37.811210911027,144.9673683886752
673,D7W,Unoccupied,"(-37.8091888179715, 144.97191773205034)",-37.8091888179715,144.97191773205034
943,C768,Present,"(-37.813204770295954, 144.96828258220722)",-37.813204770295954,144.96828258220722
1868,2601S,Present,"(-37.81491709799705, 144.95709665366655)",-37.81491709799705,144.95709665366655
4130,C6424,Unoccupied,"(-37.803496275233954, 144.95105059551076)",-37.803496275233954,144.95105059551076
4123,C6408,Present,"(-37.803657177784935, 144.95102191088802)",-37.803657177784935,144.95102191088802
952,C814,Present,"(-37.81133017001849, 144.96742283713283)",-37.81133017001849,144.96742283713283
840,C616,Unoccupied,"(-37.80870382213348, 144.96901957125945)",-37.80870382213348,144.96901957125945
940,C762,Unoccupied,"(-37.81327276528682, 144.9683136598126)",-37.81327276528682,144.9683136598126
953,C818,Present,"(-37.811306870582015, 144.96741221649182)",-37.811306870582015,144.96741221649182
1156,C1254,Present,"(-37.81181828646059, 144.95924619145325)",-37.81181828646059,144.95924619145325
834,C592,Present,"(-37.80892154574239, 144.9691197385414)",-37.80892154574239,144.9691197385414
929,C726,Unoccupied,"(-37.81360118819139, 144.96846392683238)",-37.81360118819139,144.96846392683238
1867,2599S,Present,"(-37.81489752425557, 144.95716502227475)",-37.81489752425557,144.95716502227475
2374,3166N,Present,"(-37.813853079925295, 144.95649655600778)",-37.813853079925295,144.95649655600778
830,C576,Present,"(-37.809280248797606, 144.96928429945459)",-37.809280248797606,144.96928429945459
4019,C6076,Present,"(-37.80514223840947, 144.95226476285308)",-37.80514223840947,144.95226476285308
6144,C13680,Present,"(-37.819960436715434, 144.94336469710623)",-37.819960436715434,144.94336469710623
1159,C1260,Present,"(-37.81172465319486, 144.9592033595261)",-37.81172465319486,144.9592033595261
5680,12337S,Present,"(-37.810019208784226, 144.97932283012003)",-37.810019208784226,144.97932283012003
6689,3455S,Present,"(-37.81192928003044, 144.9597489779067)",-37.81192928003044,144.9597489779067
4441,C7728,Present,"(-37.803184192208334, 144.95081336012015)",-37.803184192208334,144.95081336012015
2536,C3026,Present,"(-37.81320551610125, 144.95909723505466)",-37.81320551610125,144.95909723505466
2349,3023S,Present,"(-37.813306464948454, 144.9590796940496)",-37.813306464948454,144.9590796940496
6595,13904E,Unoccupied,"(-37.81411193478799, 144.94049824406704)",-37.81411193478799,144.94049824406704
2494,C2920,Present,"(-37.812454453310714, 144.961712636536)",-37.812454453310714,144.961712636536
6386,13635W,Unoccupied,"(-37.82012665834914, 144.9443629710079)",-37.82012665834914,144.9443629710079
2540,C3042,Present,"(-37.81324046425729, 144.95897758428887)",-37.81324046425729,144.95897758428887
2555,C3096,Present,"(-37.813412561854015, 144.95838767290434)",-37.813412561854015,144.95838767290434
1857,2585S,Present,"(-37.81452756913235, 144.95845977633456)",-37.81452756913235,144.95845977633456
763,C296,Present,"(-37.814780279771405, 144.97181040060005)",-37.814780279771405,144.97181040060005
6106,C13520,Present,"(-37.81926491052582, 144.94577454484752)",-37.81926491052582,144.94577454484752
6391,13638E,Unoccupied,"(-37.82031363905712, 144.9445507676984)",-37.82031363905712,144.9445507676984
6110,C13536,Unoccupied,"(-37.819307710652055, 144.94562616376516)",-37.819307710652055,144.94562616376516
5539,12011W,Present,"(-37.81339430386741, 144.98292717261975)",-37.81339430386741,144.98292717261975
2526,C2986,Present,"(-37.81310163584061, 144.9594536270003)",-37.81310163584061,144.9594536270003
6679,8632E,Present,"(-37.82571178150797, 144.96250604160508)",-37.82571178150797,144.96250604160508
4705,8651W,Present,"(-37.82556051598317, 144.96248921246035)",-37.82556051598317,144.96248921246035
2567,C3124,Unoccupied,"(-37.813517379487685, 144.9580288019522)",-37.813517379487685,144.9580288019522
5815,12558N,Unoccupied,"(-37.81582780600902, 144.98108294069868)",-37.81582780600902,144.98108294069868
2529,C2998,Unoccupied,"(-37.813144333141445, 144.95930670423223)",-37.813144333141445,144.95930670423223
2518,C2970,Present,"(-37.81283040050897, 144.96042114890923)",-37.81283040050897,144.96042114890923
6414,13664E,Unoccupied,"(-37.81975063255024, 144.94533999410942)",-37.81975063255024,144.94533999410942
3759,C4830,Present,"(-37.81058958580322, 144.95868802563666)",-37.81058958580322,144.95868802563666
2506,C2944,Present,"(-37.81265945997659, 144.96100915632314)",-37.81265945997659,144.96100915632314
690,362E,Unoccupied,"(-37.813561782084676, 144.97137462942192)",-37.813561782084676,144.97137462942192
4443,C7732,Present,"(-37.80317773867142, 144.95075600524456)",-37.80317773867142,144.95075600524456
5524,11981W,Unoccupied,"(-37.81427144972767, 144.98277676593383)",-37.81427144972767,144.98277676593383
6508,13730E,Present,"(-37.8141922330925, 144.93739423596804)",-37.8141922330925,144.93739423596804
5742,12395S,Unoccupied,"(-37.81095682810886, 144.97680653239348)",-37.81095682810886,144.97680653239348
3062,5184E,Unoccupied,"(-37.811133103313495, 144.95747725056873)",-37.811133103313495,144.95747725056873
6644,13616E,Unoccupied,"(-37.81957898275758, 144.94370144417576)",-37.81957898275758,144.94370144417576
3061,5183W,Unoccupied,"(-37.81116922060891, 144.95735536202574)",-37.81116922060891,144.95735536202574
6891,14229W,Present,"(-37.79564084629919, 144.96472293406276)",-37.79564084629919,144.96472293406276
6089,13245S,Unoccupied,"(-37.82006030630913, 144.94334049359725)",-37.82006030630913,144.94334049359725
3060,5182E,Present,"(-37.8111553714385, 144.95748749099874)",-37.8111553714385,144.95748749099874
2380,3197S,Unoccupied,"(-37.81409748254035, 144.95633046014993)",-37.81409748254035,144.95633046014993
1147,C1226,Unoccupied,"(-37.81229665650585, 144.95946258262433)",-37.81229665650585,144.95946258262433
4026,C6090,Present,"(-37.8049798117263, 144.95229403452643)",-37.8049798117263,144.95229403452643
2365,3099S,Present,"(-37.813592199142235, 144.95809021298106)",-37.813592199142235,144.95809021298106
4023,C6084,Present,"(-37.80504960130152, 144.95228145744943)",-37.80504960130152,144.95228145744943
4022,C6082,Unoccupied,"(-37.80507274844605, 144.95227728626963)",-37.80507274844605,144.95227728626963
4447,C7740,Present,"(-37.803139591402825, 144.95041041830297)",-37.803139591402825,144.95041041830297
2514,C2962,Present,"(-37.8127954505204, 144.96054155434524)",-37.8127954505204,144.96054155434524
5751,12440N,Unoccupied,"(-37.811839654052385, 144.9757730865461)",-37.811839654052385,144.9757730865461
6906,14259W,Unoccupied,"(-37.7945695473976, 144.96488490608968)",-37.7945695473976,144.96488490608968
5555,12043W,Present,"(-37.81251654925538, 144.98307550096695)",-37.81251654925538,144.98307550096695
1737,2344N,Present,"(-37.81182606166182, 144.97116208831739)",-37.81182606166182,144.97116208831739
5526,11985W,Unoccupied,"(-37.81416868420777, 144.9827942083191)",-37.81416868420777,144.9827942083191
4037,C6112,Unoccupied,"(-37.804662541975574, 144.95235059041968)",-37.804662541975574,144.95235059041968
5399,11764E,Present,"(-37.809957840308044, 144.9757155010556)",-37.809957840308044,144.9757155010556
6884,14215W,Present,"(-37.796037644144704, 144.9646547749649)",-37.796037644144704,144.9646547749649
6421,13668E,Present,"(-37.82103901739355, 144.94543085388358)",-37.82103901739355,144.94543085388358
2547,C3070,Present,"(-37.813320247265764, 144.9587044313784)",-37.813320247265764,144.9587044313784
5442,11836E,Present,"(-37.8131171306325, 144.9778890301034)",-37.8131171306325,144.9778890301034
5459,11872E,Unoccupied,"(-37.810797076965244, 144.97828067292062)",-37.810797076965244,144.97828067292062
6850,14060E,Present,"(-37.79615496675042, 144.958207352963)",-37.79615496675042,144.958207352963
5475,11873W,Unoccupied,"(-37.81139863034911, 144.97794133107868)",-37.81139863034911,144.97794133107868
2557,C3104,Unoccupied,"(-37.81343025036114, 144.95832711117606)",-37.81343025036114,144.95832711117606
4725,8674E,Present,"(-37.82530117411844, 144.96299183168892)",-37.82530117411844,144.96299183168892
5467,11888E,Unoccupied,"(-37.810381230942795, 144.9783506471463)",-37.810381230942795,144.9783506471463
1118,C1152,Present,"(-37.81382423578742, 144.96015936553948)",-37.81382423578742,144.96015936553948
588,29W,Unoccupied,"(-37.81412716443674, 144.97422331460206)",-37.81412716443674,144.97422331460206
5400,11766E,Present,"(-37.80992531283371, 144.9757208795518)",-37.80992531283371,144.9757208795518
5548,12029W,Present,"(-37.81292958901017, 144.98300681441947)",-37.81292958901017,144.98300681441947
742,C208,Unoccupied,"(-37.81575043744711, 144.972260682858)",-37.81575043744711,144.972260682858
1855,2581S,Present,"(-37.81448939977687, 144.958592730921)",-37.81448939977687,144.958592730921
6868,14096E,Present,"(-37.79476701744403, 144.95838014105664)",-37.79476701744403,144.95838014105664
5355,8891W,Present,"(-37.82483151243676, 144.9612527200086)",-37.82483151243676,144.9612527200086
5452,11856E,Unoccupied,"(-37.81260045802934, 144.97797512596196)",-37.81260045802934,144.97797512596196
6052,13026N,Unoccupied,"(-37.821141369613784, 144.94668101389433)",-37.821141369613784,144.94668101389433
4102,C6344,Present,"(-37.80428791544201, 144.9509098883141)",-37.80428791544201,144.9509098883141
5458,11870E,Present,"(-37.81084976362537, 144.97827191650356)",-37.81084976362537,144.97827191650356
5790,12508N,Unoccupied,"(-37.815233769579045, 144.97568419502824)",-37.815233769579045,144.97568419502824
6874,14108E,Present,"(-37.794426884822094, 144.95841911683556)",-37.794426884822094,144.95841911683556
5446,11844E,Unoccupied,"(-37.81290967032932, 144.97792343027936)",-37.81290967032932,144.97792343027936
5563,12059W,Present,"(-37.812102074876826, 144.98314484271316)",-37.812102074876826,144.98314484271316
6493,13828N,Present,"(-37.81586154047779, 144.93745044993324)",-37.81586154047779,144.93745044993324
5645,12285S,Present,"(-37.809758498744884, 144.97693636453994)",-37.809758498744884,144.97693636453994
5724,12402N,Present,"(-37.81074692454287, 144.97658841133554)",-37.81074692454287,144.97658841133554
8287,330Eb,Present,"(-37.81454030746323, 144.9718262712493)",-37.81454030746323,144.9718262712493
6193,13276N,Unoccupied,"(-37.820221546063706, 144.94216233198946)",-37.820221546063706,144.94216233198946
5915,12802N,Present,"(-37.80278835337181, 144.9671509812561)",-37.80278835337181,144.9671509812561
6615,13859S,Unoccupied,"(-37.81395574884999, 144.94198316332876)",-37.81395574884999,144.94198316332876
5852,C9110,Present,"(-37.79839474564582, 144.96467962214246)",-37.79839474564582,144.96467962214246
6847,14054E,Present,"(-37.796306184569744, 144.9581885920491)",-37.796306184569744,144.9581885920491
5762,12441S,Unoccupied,"(-37.811944023782885, 144.97568499510572)",-37.811944023782885,144.97568499510572
5445,11842E,Unoccupied,"(-37.812961471544114, 144.97791474187858)",-37.812961471544114,144.97791474187858
5564,12061W,Present,"(-37.81204981427287, 144.9831535032185)",-37.81204981427287,144.9831535032185
5461,11876E,Unoccupied,"(-37.81069143350461, 144.97829825096989)",-37.81069143350461,144.97829825096989
5453,11858E,Unoccupied,"(-37.812549429477926, 144.97798371349444)",-37.812549429477926,144.97798371349444
2893,4841W,Present,"(-37.81043508816656, 144.95849376316846)",-37.81043508816656,144.95849376316846
920,C696,Present,"(-37.81419221506229, 144.9687373545966)",-37.81419221506229,144.9687373545966
5517,11967W,Unoccupied,"(-37.814633563679024, 144.98271488714533)",-37.814633563679024,144.98271488714533
5920,12807S,Unoccupied,"(-37.8029715810608, 144.96708165454584)",-37.8029715810608,144.96708165454584
5449,11850E,Unoccupied,"(-37.81275471459187, 144.9779493113446)",-37.81275471459187,144.9779493113446
5723,12400N,Present,"(-37.81073975776732, 144.97652234965057)",-37.81073975776732,144.97652234965057
4021,C6080,Present,"(-37.80509578599583, 144.952273134583)",-37.80509578599583,144.952273134583
5878,12904N,Unoccupied,"(-37.79832412543489, 144.96488078826815)",-37.79832412543489,144.96488078826815
5448,11848E,Present,"(-37.812805836600006, 144.97794075678263)",-37.812805836600006,144.97794075678263
4116,C6390,Present,"(-37.803819986544745, 144.95099277694794)",-37.803819986544745,144.95099277694794
1148,C1230,Present,"(-37.8122740661467, 144.9594523566359)",-37.8122740661467,144.9594523566359
6266,13335W,Present,"(-37.81908854023449, 144.94840846874524)",-37.81908854023449,144.94840846874524
6428,13683W,Present,"(-37.82051140418841, 144.94609471266074)",-37.82051140418841,144.94609471266074
6893,14233W,Present,"(-37.7954191694768, 144.96476059411543)",-37.7954191694768,144.96476059411543
5455,11862E,Present,"(-37.81244729284123, 144.9780009177689)",-37.81244729284123,144.9780009177689
5440,11832E,Unoccupied,"(-37.8133224882197, 144.97785602807437)",-37.8133224882197,144.97785602807437
2034,3496N,Present,"(-37.81254213769864, 144.9574632047342)",-37.81254213769864,144.9574632047342
5480,11883W,Unoccupied,"(-37.810755724716316, 144.97804816110482)",-37.810755724716316,144.97804816110482
5853,C9114,Unoccupied,"(-37.79839824640371, 144.9647112405815)",-37.79839824640371,144.9647112405815
6119,C13580,Present,"(-37.819493682546614, 144.94498293377134)",-37.819493682546614,144.94498293377134
6180,13250N,Unoccupied,"(-37.81968820991359, 144.9439948437243)",-37.81968820991359,144.9439948437243
2146,3761S,Present,"(-37.81006045128373, 144.96247838008597)",-37.81006045128373,144.96247838008597
6065,13052N,Unoccupied,"(-37.82103403664598, 144.94333641993285)",-37.82103403664598,144.94333641993285
1414,1609S,Present,"(-37.816337892734985, 144.97159251607792)",-37.816337892734985,144.97159251607792
4085,C6284,Present,"(-37.804997748785695, 144.95078534515235)",-37.804997748785695,144.95078534515235
5775,12467S,Unoccupied,"(-37.81207203309084, 144.97685324023576)",-37.81207203309084,144.97685324023576
3678,7638N,Unoccupied,"(-37.804957821738654, 144.9484872417794)",-37.804957821738654,144.9484872417794
5531,11995W,Present,"(-37.81391267686074, 144.98283744856852)",-37.81391267686074,144.98283744856852
5856,C9146,Present,"(-37.79842760088242, 144.96498739150113)",-37.79842760088242,144.96498739150113
5664,12326N,Present,"(-37.809819092038914, 144.97882786858963)",-37.809819092038914,144.97882786858963
5519,11971W,Unoccupied,"(-37.81453171425345, 144.98273230770295)",-37.81453171425345,144.98273230770295
5732,12418N,Unoccupied,"(-37.810870347300444, 144.97772244091766)",-37.810870347300444,144.97772244091766
2360,3091S,Present,"(-37.813515362812964, 144.95835586435413)",-37.813515362812964,144.95835586435413
5587,12208N,Present,"(-37.809296461864975, 144.97424742514795)",-37.809296461864975,144.97424742514795
6646,13620E,Unoccupied,"(-37.81947439799323, 144.9436534493484)",-37.81947439799323,144.9436534493484
4046,C6130,Unoccupied,"(-37.804385952374105, 144.95239918966172)",-37.804385952374105,144.95239918966172
6822,14004E,Present,"(-37.798642849820844, 144.95790086860035)",-37.798642849820844,144.95790086860035
5624,12272N,Present,"(-37.80964314396954, 144.97722020709284)",-37.80964314396954,144.97722020709284
6614,13857S,Unoccupied,"(-37.814049946306, 144.94173569566175)",-37.814049946306,144.94173569566175
775,C344,Present,"(-37.814366819176435, 144.97161879798873)",-37.814366819176435,144.97161879798873
1032,1203W,Present,"(-37.81268610607768, 144.95951470462205)",-37.81268610607768,144.95951470462205
3345,6029S,Present,"(-37.81047734237971, 144.95684628413022)",-37.81047734237971,144.95684628413022
5889,12911S,Present,"(-37.798565071526305, 144.96541210407196)",-37.798565071526305,144.96541210407196
6080,13225S,Unoccupied,"(-37.81939745978721, 144.94563010486848)",-37.81939745978721,144.94563010486848
6640,13621W,Present,"(-37.81944630805836, 144.9434787731168)",-37.81944630805836,144.9434787731168
6896,14239W,Present,"(-37.79525072998418, 144.964789336713)",-37.79525072998418,144.964789336713
5639,12273S,Present,"(-37.809716470230185, 144.9765487760604)",-37.809716470230185,144.9765487760604
1012,959W,Present,"(-37.81202079644797, 144.96203120398792)",-37.81202079644797,144.96203120398792
6649,13626E,Unoccupied,"(-37.819317532118774, 144.94358149448414)",-37.819317532118774,144.94358149448414
1040,1232E,Unoccupied,"(-37.812181750670554, 144.95953740453777)",-37.812181750670554,144.95953740453777
2350,3025S,Present,"(-37.813324366385544, 144.95901777598039)",-37.813324366385544,144.95901777598039
6087,13239S,Present,"(-37.82002166320028, 144.94347321936715)",-37.82002166320028,144.94347321936715
1856,2583S,Present,"(-37.814508713449584, 144.95852544753635)",-37.814508713449584,144.95852544753635
5816,12560N,Unoccupied,"(-37.8158352382923, 144.98115007164583)",-37.8158352382923,144.98115007164583
6760,13103W,Present,"(-37.82088566429645, 144.9441655051868)",-37.82088566429645,144.9441655051868
6408,13652E,Unoccupied,"(-37.820375133131975, 144.94550372631295)",-37.820375133131975,144.94550372631295
1105,C1126,Present,"(-37.81452182924585, 144.9604796397407)",-37.81452182924585,144.9604796397407
1150,C1238,Present,"(-37.812202190059296, 144.95941951016198)",-37.812202190059296,144.95941951016198
2647,10121W,Present,"(-37.803204315931595, 144.94797216601955)",-37.803204315931595,144.94797216601955
6588,13785W,Unoccupied,"(-37.81322758559355, 144.94073826784955)",-37.81322758559355,144.94073826784955
2527,C2990,Present,"(-37.81312691716958, 144.9593663293721)",-37.81312691716958,144.9593663293721
1457,1734N,Unoccupied,"(-37.814634327465065, 144.9731253412993)",-37.814634327465065,144.9731253412993
6866,14092E,Present,"(-37.79496550908934, 144.95835262068755)",-37.79496550908934,144.95835262068755
1126,C1168,Unoccupied,"(-37.813612224214225, 144.96006313613353)",-37.813612224214225,144.96006313613353
6433,13693W,Unoccupied,"(-37.820205576322415, 144.94601442769743)",-37.820205576322415,144.94601442769743
3058,5180E,Unoccupied,"(-37.81119449775253, 144.957505390307)",-37.81119449775253,144.957505390307
3318,6002N,Unoccupied,"(-37.809986252439295, 144.95808715364475)",-37.809986252439295,144.95808715364475
4039,C6116,Unoccupied,"(-37.80461092938294, 144.95235976105135)",-37.80461092938294,144.95235976105135
687,350E,Unoccupied,"(-37.813708960965684, 144.97144303945288)",-37.813708960965684,144.97144303945288
