bay_id,st_marker_id,status,location,lat,lon
6371,13600E,Unoccupied,"(-37.82047869686021, 144.94407712593596)",-37.82047869686021,144.94407712593596
727,594E,Present,"(-37.808853046627384, 144.96921048464566)",-37.808853046627384,144.96921048464566
2002,3424N,Present,"(-37.8104023006358, 144.96477289724527)",-37.8104023006358,144.96477289724527
888,816E,Unoccupied,"(-37.811246410797146, 144.9675098136646)",-37.811246410797146,144.9675098136646
2200,3874N,Present,"(-37.811443269781755, 144.95725989958146)",-37.811443269781755,144.95725989958146
4735,8686E,Present,"(-37.825162921512145, 144.9631634158556)",-37.825162921512145,144.9631634158556
4496,3692N,Unoccupied,"(-37.80872626629708, 144.9665460954397)",-37.80872626629708,144.9665460954397
621,78E,Unoccupied,"(-37.809786901913704, 144.97230353577717)",-37.809786901913704,144.97230353577717
1950,3317S,Present,"(-37.808729865174556, 144.9706802915757)",-37.808729865174556,144.9706802915757
5627,12278N,Present,"(-37.80966490743808, 144.97742277171912)",-37.80966490743808,144.97742277171912
5849,C3158,Unoccupied,"(-37.81388098235672, 144.95674220612864)",-37.81388098235672,144.95674220612864
5151,9972N,Present,"(-37.82599610956473, 144.96712414543558)",-37.82599610956473,144.96712414543558
2726,4369W,Present,"(-37.80977619638415, 144.96100269466265)",-37.80977619638415,144.96100269466265
713,487W,Unoccupied,"(-37.810710460216264, 144.96981277183525)",-37.810710460216264,144.96981277183525
1847,2561S,Present,"(-37.814104372840205, 144.95992802254045)",-37.814104372840205,144.95992802254045
710,482E,Unoccupied,"(-37.81076024476926, 144.9700876339701)",-37.81076024476926,144.9700876339701
4844,9244N,Present,"(-37.82876804360365, 144.9706236824099)",-37.82876804360365,144.9706236824099
6063,13048N,Present,"(-37.82106378486651, 144.94346265553844)",-37.82106378486651,144.94346265553844
610,65W,Unoccupied,"(-37.81024925218665, 144.9724068013721)",-37.81024925218665,144.9724068013721
6412,13660E,Unoccupied,"(-37.81986137241454, 144.94536949059392)",-37.81986137241454,144.94536949059392
811,C500,Unoccupied,"(-37.810649900264416, 144.96991218416275)",-37.810649900264416,144.96991218416275
622,79W,Present,"(-37.809863967106295, 144.97222698198289)",-37.809863967106295,144.97222698198289
4559,8000E,Unoccupied,"(-37.83021142092793, 144.96936488265194)",-37.83021142092793,144.96936488265194
718,549W,Unoccupied,"(-37.80957905275429, 144.9692980081922)",-37.80957905275429,144.9692980081922
3403,6252N,Present,"(-37.80758513511026, 144.96637132175528)",-37.80758513511026,144.96637132175528
5063,9840N,Present,"(-37.8251441830609, 144.97002448776215)",-37.8251441830609,144.97002448776215
1850,2567S,Present,"(-37.81425874402265, 144.95939810599265)",-37.81425874402265,144.95939810599265
5083,9872N,Present,"(-37.82527459117014, 144.96957888490863)",-37.82527459117014,144.96957888490863
736,625W,Unoccupied,"(-37.80853715673083, 144.96882092561302)",-37.80853715673083,144.96882092561302
4824,9212N,Present,"(-37.831177394135, 144.9666824817194)",-37.831177394135,144.9666824817194
6520,13754E,Present,"(-37.81265649338202, 144.93646395640562)",-37.81265649338202,144.93646395640562
4857,9260N,Present,"(-37.828883810215046, 144.97022488820136)",-37.828883810215046,144.97022488820136
2372,3163S,Unoccupied,"(-37.81402349738285, 144.95658786413156)",-37.81402349738285,144.95658786413156
4650,8466E,Unoccupied,"(-37.825484876937985, 144.96685678812713)",-37.825484876937985,144.96685678812713
5070,9847S,Present,"(-37.82537644463801, 144.96959848963277)",-37.82537644463801,144.96959848963277
6664,9353S,Unoccupied,"(-37.82964084140045, 144.96805317908223)",-37.82964084140045,144.96805317908223
4917,9339S,Unoccupied,"(-37.8295696721793, 144.96829860997644)",-37.8295696721793,144.96829860997644
4893,9315S,Unoccupied,"(-37.82946744191621, 144.96866459989212)",-37.82946744191621,144.96866459989212
5058,9835S,Unoccupied,"(-37.82526431807602, 144.96998205789635)",-37.82526431807602,144.96998205789635
4655,8475W,Unoccupied,"(-37.825303190036415, 144.96671280558058)",-37.825303190036415,144.96671280558058
4941,9367S,Unoccupied,"(-37.82970576882851, 144.96782937754693)",-37.82970576882851,144.96782937754693
5065,9842N,Present,"(-37.82515224158216, 144.96999657214053)",-37.82515224158216,144.96999657214053
4901,9323S,Unoccupied,"(-37.82949867265479, 144.9685432250867)",-37.82949867265479,144.9685432250867
5073,9852N,Unoccupied,"(-37.825192689085284, 144.96985752649502)",-37.825192689085284,144.96985752649502
4562,8003W,Unoccupied,"(-37.83012547691007, 144.96920445765198)",-37.83012547691007,144.96920445765198
3151,5337W,Present,"(-37.81064165521468, 144.95577622577431)",-37.81064165521468,144.95577622577431
6821,14002E,Present,"(-37.79870009921546, 144.9578936900851)",-37.79870009921546,144.9578936900851
674,D9W,Unoccupied,"(-37.80913844023186, 144.9718944576597)",-37.80913844023186,144.9718944576597
3717,7720N,Present,"(-37.80335990572338, 144.95322523876138)",-37.80335990572338,144.95322523876138
5834,12555S,Unoccupied,"(-37.81600397738242, 144.98098276323154)",-37.81600397738242,144.98098276323154
849,C644,Unoccupied,"(-37.80837945848867, 144.96887034412674)",-37.80837945848867,144.96887034412674
620,77W,Unoccupied,"(-37.80991444291292, 144.97225042704497)",-37.80991444291292,144.97225042704497
1942,3307S,Unoccupied,"(-37.80861432090593, 144.97108060540688)",-37.80861432090593,144.97108060540688
5059,9836N,Present,"(-37.82512783132201, 144.97007995072713)",-37.82512783132201,144.97007995072713
4563,8004E,Present,"(-37.83010346834948, 144.96931437890885)",-37.83010346834948,144.96931437890885
4570,8011W,Present,"(-37.829855424277184, 144.96907931990978)",-37.829855424277184,144.96907931990978
5632,12288N,Present,"(-37.80970041365944, 144.97775479011744)",-37.80970041365944,144.97775479011744
1996,3414N,Present,"(-37.810225713501396, 144.96537740461287)",-37.810225713501396,144.96537740461287
5357,8895W,Present,"(-37.824542423653995, 144.96159306132756)",-37.824542423653995,144.96159306132756
4572,8013W,Unoccupied,"(-37.829798976077534, 144.96905306494244)",-37.829798976077534,144.96905306494244
626,85W,Unoccupied,"(-37.80898703312339, 144.97182443298527)",-37.80898703312339,144.97182443298527
5370,11714E,Present,"(-37.810199902390494, 144.97294577553856)",-37.810199902390494,144.97294577553856
4887,9308N,Present,"(-37.82916917565997, 144.96924263891702)",-37.82916917565997,144.96924263891702
4909,9331S,Unoccupied,"(-37.82953393887039, 144.96842167586396)",-37.82953393887039,144.96842167586396
5072,9850N,Present,"(-37.82518458732257, 144.9698851270348)",-37.82518458732257,144.9698851270348
2308,2846N,Present,"(-37.81048228886637, 144.96807314655052)",-37.81048228886637,144.96807314655052
573,110E,Unoccupied,"(-37.8085342546119, 144.9718641173479)",-37.8085342546119,144.9718641173479
739,630E,Unoccupied,"(-37.8083731323717, 144.96899090506162)",-37.8083731323717,144.96899090506162
2000,3420N,Present,"(-37.810364929450856, 144.9649020084176)",-37.810364929450856,144.9649020084176
704,441W,Unoccupied,"(-37.81238953976377, 144.9705814711645)",-37.81238953976377,144.9705814711645
4933,9357S,Unoccupied,"(-37.82965939961152, 144.96798921005558)",-37.82965939961152,144.96798921005558
1994,3412N,Present,"(-37.81020639361333, 144.96544350008384)",-37.81020639361333,144.96544350008384
5386,11709W,Present,"(-37.80999127780271, 144.97273559548023)",-37.80999127780271,144.97273559548023
654,C160,Unoccupied,"(-37.80832264882824, 144.97164441455777)",-37.80832264882824,144.97164441455777
733,618E,Unoccupied,"(-37.808533040791204, 144.96906408969812)",-37.808533040791204,144.96906408969812
4845,9245S,Present,"(-37.82888243388449, 144.97065526571407)",-37.82888243388449,144.97065526571407
5432,11816E,Unoccupied,"(-37.8137343751161, 144.97778746167245)",-37.8137343751161,144.97778746167245
4899,9321S,Unoccupied,"(-37.829490447843284, 144.96857157061635)",-37.829490447843284,144.96857157061635
5122,9935S,Unoccupied,"(-37.82595099248935, 144.9676286103863)",-37.82595099248935,144.9676286103863
4919,9341S,Unoccupied,"(-37.82957875509607, 144.96826719814908)",-37.82957875509607,144.96826719814908
2315,2856N,Present,"(-37.81055560494364, 144.96782369974386)",-37.81055560494364,144.96782369974386
4649,8465W,Present,"(-37.82555699568873, 144.96663378447312)",-37.82555699568873,144.96663378447312
5337,8285W,Present,"(-37.826545737497625, 144.96772036156233)",-37.826545737497625,144.96772036156233
4653,8473W,Present,"(-37.825353748614546, 144.96669817494666)",-37.825353748614546,144.96669817494666
4929,9351S,Present,"(-37.82963164969328, 144.96808486322163)",-37.82963164969328,144.96808486322163
2626,2892N,Present,"(-37.81061209153863, 144.96763157229913)",-37.81061209153863,144.96763157229913
4911,9333S,Unoccupied,"(-37.82954302222381, 144.9683903657431)",-37.82954302222381,144.9683903657431
6667,9361S,Unoccupied,"(-37.82967782934985, 144.96792568365748)",-37.82967782934985,144.96792568365748
5127,9940N,Present,"(-37.8258780365956, 144.967529060902)",-37.8258780365956,144.967529060902
4838,9238N,Unoccupied,"(-37.82873655614081, 144.97073104695767)",-37.82873655614081,144.97073104695767
4846,9246N,Unoccupied,"(-37.82877889104269, 144.97058682433521)",-37.82877889104269,144.97058682433521
5071,9848N,Unoccupied,"(-37.82517651275185, 144.969912839806)",-37.82517651275185,144.969912839806
4907,9329S,Unoccupied,"(-37.8295249771529, 144.96845256736603)",-37.8295249771529,144.96845256736603
4897,9319S,Unoccupied,"(-37.829481318964014, 144.96860303930276)",-37.829481318964014,144.96860303930276
6083,13231S,Unoccupied,"(-37.81946010123319, 144.9454139679546)",-37.81946010123319,144.9454139679546
4652,8469W,Unoccupied,"(-37.82545637079359, 144.9666683384222)",-37.82545637079359,144.9666683384222
5431,11814E,Unoccupied,"(-37.813786523039134, 144.97777874546148)",-37.813786523039134,144.97777874546148
5312,7811W,Present,"(-37.829506278589136, 144.97103500186853)",-37.829506278589136,144.97103500186853
721,554E,Present,"(-37.80943938206174, 144.96947661579878)",-37.80943938206174,144.96947661579878
2481,C2858,Unoccupied,"(-37.81063979049269, 144.96785828450328)",-37.81063979049269,144.96785828450328
2003,3426N,Unoccupied,"(-37.8104226766705, 144.9647024930511)",-37.8104226766705,144.9647024930511
5623,12270N,Present,"(-37.809635839965736, 144.97715270365188)",-37.809635839965736,144.97715270365188
4799,9118N,Present,"(-37.83012566961645, 144.97030567432898)",-37.83012566961645,144.97030567432898
877,775W,Present,"(-37.81221754261522, 144.96770542370388)",-37.81221754261522,144.96770542370388
4895,9317S,Present,"(-37.829472149906586, 144.96863463463274)",-37.829472149906586,144.96863463463274
726,570E,Unoccupied,"(-37.80923536550633, 144.9693824599006)",-37.80923536550633,144.9693824599006
5336,8283W,Unoccupied,"(-37.826700105326864, 144.96767327081926)",-37.826700105326864,144.96767327081926
4837,9237S,Present,"(-37.82883738825349, 144.97081057796032)",-37.82883738825349,144.97081057796032
6669,8655W,Present,"(-37.82552050335324, 144.96253615434466)",-37.82552050335324,144.96253615434466
5338,8287W,Present,"(-37.82649822169533, 144.96773469767277)",-37.82649822169533,144.96773469767277
6085,13235S,Unoccupied,"(-37.819596595748976, 144.94494170289573)",-37.819596595748976,144.94494170289573
2153,3797S,Unoccupied,"(-37.81054437865927, 144.96083139056057)",-37.81054437865927,144.96083139056057
5339,8289W,Present,"(-37.82644688937981, 144.96775012022633)",-37.82644688937981,144.96775012022633
4948,9375S,Unoccupied,"(-37.82974269779798, 144.96770208178438)",-37.82974269779798,144.96770208178438
1993,3411S,Present,"(-37.81024273123181, 144.96550478791156)",-37.81024273123181,144.96550478791156
6334,13486E,Present,"(-37.81960518932283, 144.95052582939485)",-37.81960518932283,144.95052582939485
5061,9838N,Present,"(-37.825135950138616, 144.97005247436377)",-37.825135950138616,144.97005247436377
5656,12307S,Present,"(-37.80984609917802, 144.9777418142644)",-37.80984609917802,144.9777418142644
4921,9343S,Unoccupied,"(-37.82958739864928, 144.96823740322645)",-37.82958739864928,144.96823740322645
1833,2510N,Unoccupied,"(-37.81088439037317, 144.97075324693517)",-37.81088439037317,144.97075324693517
1866,2597S,Unoccupied,"(-37.81487795361603, 144.9572333892074)",-37.81487795361603,144.9572333892074
6854,14068E,Present,"(-37.79582800168442, 144.9582505100721)",-37.79582800168442,144.9582505100721
4913,9335S,Unoccupied,"(-37.82955191844707, 144.96835970098678)",-37.82955191844707,144.96835970098678
4944,9371S,Unoccupied,"(-37.82972437705938, 144.96776523320062)",-37.82972437705938,144.96776523320062
4520,3774N,Present,"(-37.810074677767346, 144.96194830477833)",-37.810074677767346,144.96194830477833
4840,9240N,Unoccupied,"(-37.828747029073014, 144.97069525467938)",-37.828747029073014,144.97069525467938
5054,9831S,Unoccupied,"(-37.82522687308695, 144.9701104654887)",-37.82522687308695,144.9701104654887
876,773W,Unoccupied,"(-37.81226842129186, 144.96772844786466)",-37.81226842129186,144.96772844786466
5146,9962N,Unoccupied,"(-37.825959107857805, 144.96725084421467)",-37.825959107857805,144.96725084421467
5136,9949S,Present,"(-37.82608094220156, 144.96718263204252)",-37.82608094220156,144.96718263204252
4905,9327S,Unoccupied,"(-37.829516123864686, 144.96848308435517)",-37.829516123864686,144.96848308435517
6661,8467W,Unoccupied,"(-37.82550737225592, 144.96665162367316)",-37.82550737225592,144.96665162367316
4574,8015W,Unoccupied,"(-37.82974047092655, 144.96902592745062)",-37.82974047092655,144.96902592745062
6665,9355S,Present,"(-37.8296501143671, 144.96802121718082)",-37.8296501143671,144.96802121718082
5079,9864N,Present,"(-37.82524146244765, 144.96968981910175)",-37.82524146244765,144.96968981910175
5060,9837S,Present,"(-37.82528301287711, 144.96991794970774)",-37.82528301287711,144.96991794970774
4849,9249S,Unoccupied,"(-37.828904965270624, 144.97057758854965)",-37.828904965270624,144.97057758854965
5341,8293W,Unoccupied,"(-37.826341810794545, 144.96778169218874)",-37.826341810794545,144.96778169218874
5067,9844N,Unoccupied,"(-37.82516026606384, 144.96996859355033)",-37.82516026606384,144.96996859355033
4915,9337S,Unoccupied,"(-37.829560953674275, 144.96832855350937)",-37.829560953674275,144.96832855350937
1999,3417S,Present,"(-37.810301978521885, 144.96530218445974)",-37.810301978521885,144.96530218445974
4565,8006E,Unoccupied,"(-37.830048992909525, 144.9692888858422)",-37.830048992909525,144.9692888858422
574,114E,Unoccupied,"(-37.80848336857886, 144.97184069109136)",-37.80848336857886,144.97184069109136
4927,9349S,Present,"(-37.82962703655288, 144.9681151750442)",-37.82962703655288,144.9681151750442
1745,2359S,Present,"(-37.8122837293122, 144.97015277496706)",-37.8122837293122,144.97015277496706
4903,9325S,Present,"(-37.829506990604486, 144.96851455886545)",-37.829506990604486,144.96851455886545
1939,3300N,Unoccupied,"(-37.80846227955982, 144.97142901848798)",-37.80846227955982,144.97142901848798
6841,14042E,Present,"(-37.796608104390714, 144.95815079776662)",-37.796608104390714,144.95815079776662
2313,2853S,Unoccupied,"(-37.810732691242414, 144.9678928277387)",-37.810732691242414,144.9678928277387
885,795W,Present,"(-37.81138739382134, 144.96732451137103)",-37.81138739382134,144.96732451137103
6668,9369S,Unoccupied,"(-37.82971507317848, 144.96779730565527)",-37.82971507317848,144.96779730565527
1998,3416N,Present,"(-37.81024440676311, 144.9653134694762)",-37.81024440676311,144.9653134694762
5923,12810N,Present,"(-37.802824437407324, 144.9674792091353)",-37.802824437407324,144.9674792091353
4794,9102N,Unoccupied,"(-37.829972344957305, 144.97078761533447)",-37.829972344957305,144.97078761533447
4842,9242N,Unoccupied,"(-37.828757293337546, 144.97066021854704)",-37.828757293337546,144.97066021854704
5571,12075W,Present,"(-37.81131002617903, 144.98327727509536)",-37.81131002617903,144.98327727509536
5056,9833S,Present,"(-37.825245599878045, 144.97004624797617)",-37.825245599878045,144.97004624797617
6842,14044E,Present,"(-37.7965577345475, 144.95815710564088)",-37.7965577345475,144.95815710564088
4567,8008E,Unoccupied,"(-37.82999535434108, 144.96926378997293)",-37.82999535434108,144.96926378997293
705,448E,Unoccupied,"(-37.81174571141888, 144.97053739153296)",-37.81174571141888,144.97053739153296
1940,3301S,Unoccupied,"(-37.808592775879276, 144.97115510341334)",-37.808592775879276,144.97115510341334
639,C100,Present,"(-37.8088965609683, 144.97190792792816)",-37.8088965609683,144.97190792792816
708,460E,Unoccupied,"(-37.811560395836594, 144.97045111724907)",-37.811560395836594,144.97045111724907
6025,13061S,Unoccupied,"(-37.82148621273747, 144.94605193586034)",-37.82148621273747,144.94605193586034
5628,12280N,Present,"(-37.80967216186389, 144.9774902987657)",-37.80967216186389,144.9774902987657
5426,11804E,Unoccupied,"(-37.81404552323686, 144.97773552912304)",-37.81404552323686,144.97773552912304
2297,2793S,Present,"(-37.810467951434205, 144.9687918963204)",-37.810467951434205,144.9687918963204
5433,11818E,Unoccupied,"(-37.81368278298126, 144.9777961433166)",-37.81368278298126,144.9777961433166
2001,3422N,Present,"(-37.81038345527665, 144.96483799790474)",-37.81038345527665,144.96483799790474
5074,9854N,Present,"(-37.825200793837226, 144.9698296184419)",-37.825200793837226,144.9698296184419
5022,9455S,Present,"(-37.830288299596205, 144.9658162477048)",-37.830288299596205,144.9658162477048
5371,11716E,Unoccupied,"(-37.81013912649335, 144.9729526213174)",-37.81013912649335,144.9729526213174
4798,9116N,Unoccupied,"(-37.83011481619661, 144.9703427809747)",-37.83011481619661,144.9703427809747
5630,12284N,Present,"(-37.809686593262086, 144.97762535243425)",-37.809686593262086,144.97762535243425
2310,2849S,Unoccupied,"(-37.81069421799198, 144.9680226620169)",-37.81069421799198,144.9680226620169
1945,3311S,Present,"(-37.80865662622105, 144.97093288020017)",-37.80865662622105,144.97093288020017
2473,C2836,Unoccupied,"(-37.81053174945178, 144.96822558277887)",-37.81053174945178,144.96822558277887
628,87W,Unoccupied,"(-37.80893653864281, 144.97180131953928)",-37.80893653864281,144.97180131953928
2524,C2982,Present,"(-37.81308470599977, 144.9595115887637)",-37.81308470599977,144.9595115887637
2037,3502N,Present,"(-37.81260644587995, 144.9572429035953)",-37.81260644587995,144.9572429035953
5439,11830E,Unoccupied,"(-37.813373318091216, 144.9778475851122)",-37.813373318091216,144.9778475851122
5655,12305S,Present,"(-37.80983902347802, 144.97767703815128)",-37.80983902347802,144.97767703815128
6676,8626E,Present,"(-37.82576981867478, 144.96243674304998)",-37.82576981867478,144.96243674304998
6876,14112E,Present,"(-37.794316486079474, 144.95843097808532)",-37.794316486079474,144.95843097808532
619,76E,Present,"(-37.80983521990663, 144.97232597499323)",-37.80983521990663,144.97232597499323
5434,11820E,Unoccupied,"(-37.81363153916266, 144.97780476785806)",-37.81363153916266,144.97780476785806
738,627W,Unoccupied,"(-37.808486513040464, 144.9687970893609)",-37.808486513040464,144.9687970893609
5659,12313S,Present,"(-37.809867649572055, 144.97794080788486)",-37.809867649572055,144.97794080788486
6084,13233S,Present,"(-37.819578635228496, 144.94500368952737)",-37.819578635228496,144.94500368952737
2428,C2696,Present,"(-37.80979176745218, 144.9707639975951)",-37.80979176745218,144.9707639975951
5726,12406N,Unoccupied,"(-37.81076240555533, 144.97673109516006)",-37.81076240555533,144.97673109516006
2752,4590E,Present,"(-37.80745530729499, 144.9659084655904)",-37.80745530729499,144.9659084655904
6009,13017S,Present,"(-37.819984138312684, 144.9512977110238)",-37.819984138312684,144.9512977110238
2314,2855S,Unoccupied,"(-37.81075192758727, 144.96782788227944)",-37.81075192758727,144.96782788227944
6589,13787W,Unoccupied,"(-37.81317468124503, 144.94070604585215)",-37.81317468124503,144.94070604585215
2204,3878N,Present,"(-37.81148038722951, 144.95713182848573)",-37.81148038722951,144.95713182848573
1952,3319S,Present,"(-37.80874838386114, 144.97061627435508)",-37.80874838386114,144.97061627435508
6284,13446E,Present,"(-37.819218167179116, 144.948626658588)",-37.819218167179116,144.948626658588
5376,11726E,Unoccupied,"(-37.80986458310545, 144.97298774989667)",-37.80986458310545,144.97298774989667
5435,11822E,Unoccupied,"(-37.81358014797943, 144.97781341694056)",-37.81358014797943,144.97781341694056
6909,14265W,Unoccupied,"(-37.79439609034719, 144.96488272805374)",-37.79439609034719,144.96488272805374
6388,13639W,Unoccupied,"(-37.8200185010147, 144.94431284676216)",-37.8200185010147,144.94431284676216
2101,3621S,Present,"(-37.80794644234696, 144.96969984268446)",-37.80794644234696,144.96969984268446
5982,3751S,Unoccupied,"(-37.809872518390044, 144.96314039388494)",-37.809872518390044,144.96314039388494
5384,11705W,Present,"(-37.81009872553795, 144.97271946077262)",-37.81009872553795,144.97271946077262
4814,9190N,Unoccupied,"(-37.831070342623676, 144.96704953108735)",-37.831070342623676,144.96704953108735
4820,9204N,Present,"(-37.83113466650704, 144.9668289893105)",-37.83113466650704,144.9668289893105
4694,8640E,Present,"(-37.82563439796232, 144.96259843892904)",-37.82563439796232,144.96259843892904
2644,10118E,Unoccupied,"(-37.803307797109184, 144.94818815873492)",-37.803307797109184,144.94818815873492
729,602E,Unoccupied,"(-37.80874640704013, 144.96916170727312)",-37.80874640704013,144.96916170727312
631,90E,Unoccupied,"(-37.80884979433029, 144.9720088340104)",-37.80884979433029,144.9720088340104
4800,9120N,Present,"(-37.83013557323537, 144.97027181139703)",-37.83013557323537,144.97027181139703
5329,7845W,Unoccupied,"(-37.82730036312025, 144.97115125967724)",-37.82730036312025,144.97115125967724
5414,11788E,Present,"(-37.8109708089936, 144.97558487670682)",-37.8109708089936,144.97558487670682
6707,C530,Unoccupied,"(-37.81035066965163, 144.96977448275481)",-37.81035066965163,144.96977448275481
5132,9945S,Unoccupied,"(-37.826043829576435, 144.9673101198764)",-37.826043829576435,144.9673101198764
2325,2893S,Present,"(-37.8111698947865, 144.96637794247437)",-37.8111698947865,144.96637794247437
4801,9122N,Unoccupied,"(-37.83014508563254, 144.9702392493238)",-37.83014508563254,144.9702392493238
5700,12377S,Unoccupied,"(-37.810166179604096, 144.9806603184316)",-37.810166179604096,144.9806603184316
5608,12235S,Present,"(-37.809513040260384, 144.97451760806197)",-37.809513040260384,144.97451760806197
2028,3480N,Present,"(-37.8123653590266, 144.95806933320029)",-37.8123653590266,144.95806933320029
6111,C13540,Present,"(-37.81931716608157, 144.94559338871863)",-37.81931716608157,144.94559338871863
5590,12214N,Present,"(-37.80931888456168, 144.97445054104037)",-37.80931888456168,144.97445054104037
6590,13789W,Unoccupied,"(-37.813121916374236, 144.94067381184027)",-37.813121916374236,144.94067381184027
4803,9126N,Unoccupied,"(-37.830164183526435, 144.97017397601223)",-37.830164183526435,144.97017397601223
6239,13200N,Present,"(-37.818822152409126, 144.94696724407333)",-37.818822152409126,144.94696724407333
4802,9124N,Unoccupied,"(-37.8301547122791, 144.97020636256883)",-37.8301547122791,144.97020636256883
5147,9964N,Present,"(-37.82596658455488, 144.96722519547126)",-37.82596658455488,144.96722519547126
6227,13332E,Unoccupied,"(-37.816737889952776, 144.94581850953125)",-37.816737889952776,144.94581850953125
4805,9130N,Unoccupied,"(-37.83018372512101, 144.97010715551073)",-37.83018372512101,144.97010715551073
4811,9142N,Present,"(-37.83029576449121, 144.96968380713298)",-37.83029576449121,144.96968380713298
4806,9132N,Unoccupied,"(-37.830188494228366, 144.97007596460094)",-37.830188494228366,144.97007596460094
5121,9934N,Present,"(-37.82585601647904, 144.9676045988111)",-37.82585601647904,144.9676045988111
5824,12535S,Unoccupied,"(-37.81592700146243, 144.98028274502855)",-37.81592700146243,144.98028274502855
735,623W,Unoccupied,"(-37.80858815199424, 144.9688449359212)",-37.80858815199424,144.9688449359212
2293,2698N,Unoccupied,"(-37.8097954534028, 144.97041322072164)",-37.8097954534028,144.97041322072164
4797,9112N,Present,"(-37.83003767972695, 144.97056219002357)",-37.83003767972695,144.97056219002357
6427,13681W,Unoccupied,"(-37.8208605302265, 144.9461877051497)",-37.8208605302265,144.9461877051497
1827,2411S,Unoccupied,"(-37.810948116692046, 144.97070639488862)",-37.810948116692046,144.97070639488862
2021,3467S,Present,"(-37.81219338867791, 144.95884122060596)",-37.81219338867791,144.95884122060596
5492,12044E,Unoccupied,"(-37.81240391608255, 144.98333221963202)",-37.81240391608255,144.98333221963202
5348,8877W,Present,"(-37.82531767208792, 144.96068072466193)",-37.82531767208792,144.96068072466193
6675,8620E,Present,"(-37.82582785623767, 144.96236744495383)",-37.82582785623767,144.96236744495383
2639,10111W,Unoccupied,"(-37.803576876749986, 144.94790645089543)",-37.803576876749986,144.94790645089543
5805,12538N,Unoccupied,"(-37.81575388301522, 144.9804096233853)",-37.81575388301522,144.9804096233853
1989,3407S,Present,"(-37.81020592606535, 144.96563071550685)",-37.81020592606535,144.96563071550685
1987,3405S,Present,"(-37.810188119710354, 144.96569164076345)",-37.810188119710354,144.96569164076345
2353,3052N,Unoccupied,"(-37.813190421481636, 144.95880038177285)",-37.813190421481636,144.95880038177285
4712,8660E,Present,"(-37.825439722079686, 144.96282930600466)",-37.825439722079686,144.96282930600466
567,101W,Unoccupied,"(-37.808253674139955, 144.9714848508682)",-37.808253674139955,144.9714848508682
2535,C3022,Present,"(-37.813196764157794, 144.95912719883012)",-37.813196764157794,144.95912719883012
5795,12518N,Unoccupied,"(-37.81527045970017, 144.97602117084762)",-37.81527045970017,144.97602117084762
714,489W,Unoccupied,"(-37.81065693848322, 144.9697883181219)",-37.81065693848322,144.9697883181219
4068,C6174,Unoccupied,"(-37.803759233496535, 144.9525099933819)",-37.803759233496535,144.9525099933819
581,138E,Unoccupied,"(-37.80817971021878, 144.97170075542795)",-37.80817971021878,144.97170075542795
5806,12540N,Unoccupied,"(-37.815761228793, 144.9804762023069)",-37.815761228793,144.9804762023069
4817,9196N,Unoccupied,"(-37.83110275698641, 144.96693840144655)",-37.83110275698641,144.96693840144655
4821,9206N,Unoccupied,"(-37.83114582378511, 144.9667907308505)",-37.83114582378511,144.9667907308505
4825,9214N,Unoccupied,"(-37.831183412237436, 144.9666485754044)",-37.831183412237436,144.9666485754044
1946,3312N,Unoccupied,"(-37.808603015822975, 144.9709417111066)",-37.808603015822975,144.9709417111066
5572,12077W,Present,"(-37.811252279336344, 144.98328687910103)",-37.811252279336344,144.98328687910103
605,55W,Present,"(-37.81093347683807, 144.97274446440792)",-37.81093347683807,144.97274446440792
607,59W,Present,"(-37.81083130857311, 144.97270076103575)",-37.81083130857311,144.97270076103575
5150,9970N,Unoccupied,"(-37.82598870482718, 144.96714930745705)",-37.82598870482718,144.96714930745705
5363,11700E,Unoccupied,"(-37.810683189049726, 144.9729614706876)",-37.810683189049726,144.9729614706876
868,734E,Present,"(-37.81347177138189, 144.96853092454526)",-37.81347177138189,144.96853092454526
5385,11707W,Present,"(-37.81004472126099, 144.97272747287184)",-37.81004472126099,144.97272747287184
2413,C2648,Unoccupied,"(-37.80959173026294, 144.97144739203077)",-37.80959173026294,144.97144739203077
663,C196,Present,"(-37.80809194461803, 144.97153814440247)",-37.80809194461803,144.97153814440247
655,C164,Unoccupied,"(-37.80827816299957, 144.971623831196)",-37.80827816299957,144.971623831196
4495,3690N,Unoccupied,"(-37.80870708888169, 144.96661078530911)",-37.80870708888169,144.96661078530911
5609,12237S,Present,"(-37.809519407937515, 144.9745758751742)",-37.809519407937515,144.9745758751742
6923,746E,Present,"(-37.81330885445871, 144.96845679346052)",-37.81330885445871,144.96845679346052
2030,3488N,Present,"(-37.81246669636354, 144.95772166911263)",-37.81246669636354,144.95772166911263
659,C180,Unoccupied,"(-37.80818624357095, 144.97158122019766)",-37.80818624357095,144.97158122019766
4566,8007W,Present,"(-37.83001445647915, 144.9691530354263)",-37.83001445647915,144.9691530354263
2126,3697S,Present,"(-37.80907570508247, 144.96583380677737)",-37.80907570508247,144.96583380677737
576,122E,Unoccupied,"(-37.80838195761986, 144.97179394369664)",-37.80838195761986,144.97179394369664
4991,9423S,Present,"(-37.83012159192657, 144.9663965010614)",-37.83012159192657,144.9663965010614
570,105W,Unoccupied,"(-37.80801512213365, 144.97137504217176)",-37.80801512213365,144.97137504217176
928,C724,Present,"(-37.81362355936621, 144.96847414382597)",-37.81362355936621,144.96847414382597
